"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] GameNameComparatorLevenshtein record1Value","[0] GameNameComparatorLevenshtein record2Value","[0] GameNameComparatorLevenshtein record1PreprocessedValue","[0] GameNameComparatorLevenshtein record2PreprocessedValue","[0] GameNameComparatorLevenshtein similarity","[0] GameNameComparatorLevenshtein postproccesedSimilarity","[1] GameDateComparator3Years record1Value","[1] GameDateComparator3Years record2Value","[1] GameDateComparator3Years record1PreprocessedValue","[1] GameDateComparator3Years record2PreprocessedValue","[1] GameDateComparator3Years similarity","[1] GameDateComparator3Years postproccesedSimilarity"
"LinearCombinationMatchingRule","Video_games_sales5628","PS4_id_1215","0.1615384615384615",,"Tropico 5","Terraria (JP)","Tropico 5","Terraria (JP)","0.23076923076923073","0.23076923076923073","2015-01-01T00:00","2013-05-23T00:00","2015-01-01T00:00","2013-05-23T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales4003","PS4_id_5827","0.16969696969696968",,"Until Dawn: Rush of Blood","FATAL FURY BATTLE ARCHIVES Vol. 2","Until Dawn: Rush of Blood","FATAL FURY BATTLE ARCHIVES Vol. 2","0.24242424242424243","0.24242424242424243","2016-01-01T00:00","2017-03-27T00:00","2016-01-01T00:00","2017-03-27T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales15648","PS4_id_4767","0.049999999999999975",,"God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5","Strider","God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5","Strider","0.0714285714285714","0.0714285714285714","2016-01-01T00:00","2014-02-19T00:00","2016-01-01T00:00","2014-02-19T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales2586","PS4_id_9358","0.09333333333333331",,"WWE 2K17","MLB 14 The Show","WWE 2K17","MLB 14 The Show","0.1333333333333333","0.1333333333333333","2016-01-01T00:00","2014-05-06T00:00","2016-01-01T00:00","2014-05-06T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales2586","PS4_id_9359","0.09333333333333331",,"WWE 2K17","MLB 15 The Show","WWE 2K17","MLB 15 The Show","0.1333333333333333","0.1333333333333333","2016-01-01T00:00","2015-03-31T00:00","2016-01-01T00:00","2015-03-31T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales13004","PS4_id_5040","0.18260869565217394",,"Psycho-Pass: Mandatory Happiness","Damascus Gear: Operation Tokyo HD Edition (EU)","Psycho-Pass: Mandatory Happiness","Damascus Gear: Operation Tokyo HD Edition (EU)","0.26086956521739135","0.26086956521739135","2016-01-01T00:00","2017-05-31T00:00","2016-01-01T00:00","2017-05-31T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales13004","PS4_id_5041","0.16739130434782604",,"Psycho-Pass: Mandatory Happiness","Damascus Gear: Operation Tokyo HD Edition (JP)","Psycho-Pass: Mandatory Happiness","Damascus Gear: Operation Tokyo HD Edition (JP)","0.23913043478260865","0.23913043478260865","2016-01-01T00:00","2017-02-22T00:00","2016-01-01T00:00","2017-02-22T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales13069","PS4_id_1113","0.12727272727272723",,"WRC 5: FIA World Rally Championship","Taiheiyou no Arashi ~Shijou Saidai no Gekisen Normandy Koubousen!~","WRC 5: FIA World Rally Championship","Taiheiyou no Arashi ~Shijou Saidai no Gekisen Normandy Koubousen!~","0.18181818181818177","0.18181818181818177","2015-01-01T00:00","2017-11-09T00:00","2015-01-01T00:00","2017-11-09T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales11530","PS4_id_8413","0.06999999999999998",,"Grand Ages: Medieval","Blackwood Crossing","Grand Ages: Medieval","Blackwood Crossing","0.09999999999999998","0.09999999999999998","2015-01-01T00:00","2017-04-04T00:00","2015-01-01T00:00","2017-04-04T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales13069","PS4_id_1114","0.10000000000000003",,"WRC 5: FIA World Rally Championship","Taiko no Tatsujin – Drum Session!","WRC 5: FIA World Rally Championship","Taiko no Tatsujin – Drum Session!","0.1428571428571429","0.1428571428571429","2015-01-01T00:00","2017-10-26T00:00","2015-01-01T00:00","2017-10-26T00:00","0.0","0.0"
